pdbId,AAA,AEE,DAL,DEI,DII,DN,EF,FI,FR,GM,HG,HP,II,LRE,LVL,MD,MF,MN,NE,NR,NV,NY,RM,YI,label
3GE4:J,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3GE4:K,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3GE4:L,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3GE7:A,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
3GEM:A,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0
3GEM:B,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0
3GEM:C,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0
3GEM:D,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0
3GG7:A,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3GG9:A,0,0,1,0,0,0,0,0,0,3,1,0,2,0,1,0,0,1,0,1,2,0,2,0,0
3GG9:B,0,0,1,0,0,0,0,0,0,3,1,0,2,0,1,0,0,1,0,1,2,0,2,0,0
3GG9:C,0,0,1,0,0,0,0,0,0,3,1,0,2,0,1,0,0,1,0,1,2,0,2,0,0
3GG9:D,0,0,1,0,0,0,0,0,0,3,1,0,2,0,1,0,0,1,0,1,2,0,2,0,0
3GNL:A,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,1,0
3GNL:B,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,1,0
3GOH:A,2,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3GOS:A,0,0,0,0,0,2,0,2,2,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0
3GOS:B,0,0,0,0,0,2,0,2,2,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0
3GOS:C,0,0,0,0,0,2,0,2,2,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0
3GRN:A,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3GRN:B,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3GS9:A,0,0,0,0,1,2,2,2,1,1,0,0,2,0,0,0,0,1,2,2,0,2,0,0,0
3GTX:A,3,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3GWB:A,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0
3GWB:B,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0
3H09:A,0,0,0,0,0,3,1,1,3,0,1,0,0,0,0,0,0,3,5,3,12,3,1,0,0
3H09:B,0,0,0,0,0,3,1,1,3,0,1,0,0,0,0,0,0,3,5,3,12,3,1,0,0
3H2D:A,0,0,0,0,0,1,1,2,0,2,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0
3H2D:B,0,0,0,0,0,1,1,2,0,2,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0
3H75:A,1,0,1,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,1,1,0,1,1,0,0
3H7A:A,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0
3H7A:B,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0
3H7A:C,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0
3H7A:D,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,0,1,0
3HH8:A,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
3HID:A,0,0,1,0,1,2,1,0,0,0,1,0,2,1,0,0,1,0,1,0,2,1,1,1,0
3HL0:A,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3HL0:B,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3HM4:A,0,0,0,0,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
3HM4:B,0,0,0,0,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
3HP7:A,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3HTW:A,3,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3HV2:A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3HV2:B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3HZ2:A,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3HZ2:B,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3HZ2:C,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3HZ2:D,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3I18:A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3I24:A,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3I24:B,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3I4J:A,1,0,0,0,0,0,0,1,1,2,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0
3I4J:B,1,0,0,0,0,0,0,1,1,2,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0
3I4J:C,1,0,0,0,0,0,0,1,1,2,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0
3I4J:D,1,0,0,0,0,0,0,1,1,2,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0
3I83:A,3,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0
3I83:B,3,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0
3IE7:A,0,0,0,0,0,3,1,3,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0
3IP5:A,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0
3IP6:A,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0
3IP7:A,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0
3IP9:A,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0
3IPA:A,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0
3IPC:A,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0
3IPI:A,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3IQG:P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3IQG:X,2,2,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3IQH:P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3IQH:X,2,2,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3IQI:P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3IQI:X,2,2,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3IRP:X,1,0,0,1,0,2,2,0,1,0,0,1,2,0,0,1,0,0,0,2,3,4,0,5,0
3IRV:A,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0
3IRZ:A,1,0,0,1,0,2,2,0,1,0,0,1,2,0,0,1,0,0,0,2,3,4,0,5,0
3IS0:X,1,0,0,1,0,2,2,0,1,0,0,1,2,0,0,1,0,0,0,2,3,4,0,5,0
3IST:A,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3IST:B,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3ISV:A,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3ISV:B,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3JRZ:A,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
3JSC:A,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
3JTZ:A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3K0B:A,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,2,0,1,1,0,0
3K6A:A,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3K6A:B,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3K6A:C,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3K6A:D,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3K6A:E,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3K6A:F,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3K6V:A,0,0,0,1,0,3,2,1,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0
3K7X:A,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,2,2,0,1,0,1,0
3KA7:A,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,1,0,1,0,0
3KEO:A,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0
3KEO:B,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0
3KGZ:A,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3KGZ:B,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3KKY:A,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
3KKY:B,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
3KLQ:A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3KLQ:B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3KN7:A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3KN8:A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3KS6:A,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0
3KS6:B,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0
3KS6:C,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0
3KS6:D,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0
3KUU:A,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3KUU:B,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3KUU:C,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3KUU:D,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3KV1:A,0,0,0,0,1,0,2,0,0,1,0,1,1,0,0,1,0,0,2,0,2,0,0,0,0
3KZU:A,1,0,0,1,0,2,1,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
3KZU:B,1,0,0,1,0,2,1,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
3KZU:C,1,0,0,1,0,2,1,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
3L4E:A,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
3L92:A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0
3LAE:A,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3LAE:X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3LAG:A,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3LAG:B,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3LD7:A,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3LD7:B,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3LD7:C,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3LEC:A,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,0,0,0
3LED:A,0,0,0,0,0,0,1,2,1,0,1,0,5,0,0,0,0,2,1,1,2,0,1,0,0
3LED:B,0,0,0,0,0,0,1,2,1,0,1,0,5,0,0,0,0,2,1,1,2,0,1,0,0
3LG3:A,0,0,0,0,0,0,2,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3LG3:B,0,0,0,0,0,0,2,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3LHN:A,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3LHN:B,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3LJI:A,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
3LK7:A,1,0,1,0,0,1,3,1,1,0,2,1,0,0,2,0,0,0,1,0,1,0,0,0,0
3LM2:A,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
3LM2:B,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
3LOP:A,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0
3LRF:A,0,1,0,0,0,1,0,1,1,1,2,0,1,1,1,1,1,0,1,1,1,1,1,1,0
3LSN:A,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
3LUM:A,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0
3LUM:B,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0
3LUM:C,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0
3LUM:D,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0
3LUN:A,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0
3LUN:B,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0
3LWZ:A,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3LWZ:B,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3LWZ:C,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3LWZ:D,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3LX5:A,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0
3LXT:A,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3LXT:B,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3LXT:C,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3LXT:D,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3LXY:A,0,0,0,0,0,1,2,3,0,0,1,0,2,1,0,0,0,0,1,1,1,0,0,0,0
3LYP:A,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
3LYP:B,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
3M0F:A,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3M0F:B,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3M3M:A,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3M4A:A,0,1,0,0,0,0,0,0,4,0,1,2,0,1,0,0,0,0,1,0,0,0,1,1,0
3M4A:D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3M4A:E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3M7L:A,0,0,0,0,0,0,0,2,1,1,2,1,1,0,1,0,0,1,0,0,2,0,1,0,0
3M9L:A,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3MAB:A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3MAB:B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3MD7:A,0,0,0,0,0,1,0,0,2,0,2,2,1,0,0,1,0,0,0,3,0,0,1,1,0
3MD9:A,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
3MD9:B,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
3MGG:A,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,1,0,1,1,0
3MGG:B,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,1,0,1,1,0
3MHF:A,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0
3MHF:B,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0
3MHF:C,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0
3MHF:D,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0
3MJF:A,1,0,0,0,0,0,2,1,1,2,1,0,1,0,0,1,0,1,1,0,2,0,1,0,0
3MN1:A,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN1:B,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN1:C,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN1:D,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN1:E,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN1:F,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN1:G,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN1:H,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN1:I,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN1:J,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN1:K,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN1:L,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3MN2:A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3MN2:B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3MQD:A,0,1,0,0,0,1,0,1,1,1,2,0,1,1,1,1,1,0,1,1,1,1,1,1,0
3N0X:A,1,1,1,0,0,0,1,0,2,2,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0
3N0Y:A,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
3N0Y:B,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
3N0Z:A,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
3N0Z:B,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
3N10:A,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
3N10:B,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
3N2A:A,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3N4J:A,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3N4K:A,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3N4K:B,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3N55:A,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
3N55:B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3NEH:A,0,1,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
3NEH:B,0,1,1,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
3NEU:A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3NGF:A,0,0,0,0,0,1,2,2,3,1,1,0,0,0,0,1,1,1,1,1,2,1,0,0,0
3NGF:B,0,0,0,0,0,1,2,2,3,1,1,0,0,0,0,1,1,1,1,1,2,1,0,0,0
3NJI:A,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0
3NJI:B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3NJJ:A,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
3NJJ:B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3NJK:A,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0
3NJL:A,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0
3NJM:A,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0
3NJN:A,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
3NJN:B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3NJN:C,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
3NJN:D,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3NKL:A,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3NKL:B,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3NOL:A,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
3NQN:A,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3NQN:B,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:A,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:B,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:C,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:D,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:E,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:F,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:G,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:H,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:I,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:J,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:K,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRJ:L,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NRS:A,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
3NTX:A,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,2,1,0,1,0,1,0
3NTX:B,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,2,1,0,1,0,1,0
3NZN:A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NZN:B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3NZR:A,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0
3NZR:B,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0
